dataset_description,dataset_issued,dataset_modified,dataset_title,download_url,end_date,file_description,file_issued,file_modified,file_title,format,info_url,licence,publisher,source,start_date
"The Western Australian Biographical Index (WABI) is a highly used resource at the State Library of Western Australia.  A recent generous contribution by the Friends of Battye Library (FOBS) has enabled SLWA to have the original handwritten index cards scanned and later transcribed.  

The dataset contains: several csv files with data describing card number, card text and url link to image of the original handwritten card.

The transcription was crowd-sourced and we are aware that there are some data quality issues including: 

* Some cards are missing
* Transcripts are crowdsourced so may contain spelling errors and possibly missing information
* Some cards are crossed out. Some of these are included in the collection and some are not
* Some of the cards contain relevant information on the back (usually children of the person mentioned). This info should be on the next consecutive card
* As the information is an index, collected in the 1970s from print material, it is incomplete. It is also unreferenced.

It is still a very valuable dataset as it contains a wealth of information about 
early settlers in Western Australia. It is of particular interest to genealogists and historians


Work began on WABI in the early 1970s when information was sought on people who lived in Western Australian prior to 1914. Publicity was sent out through local libraries, historical groups and in publication such as the West Australian. Western Australians were asked to provide genealogical information, not only on prominent identities, but also from their family records including the arrival in Western Australia, occupations, dates of birth, marriages and deaths of their ancestors. Historical material such as diaries, letters, business records, minute books, maps, family trees and photographs, were also sought for copying.  Entries for the index closed in December 1979, and were filed at the Battye Library for reference.   

We were recently delighted to discover that the WA Genealogical Society has made use of this dataset.  You can view their use here: http://membership.wags.org.au/members-data/public-data/wabi-wa-biographical-index.",2016-07-28T05:59:15Z,2019-03-07T00:06:50Z,Western Australian Biographical Index (WABI),https://catalogue.data.wa.gov.au/dataset/6c026ce8-8a18-4920-a7e2-f1719e0d8c47/resource/14403b96-b2b6-4985-a3b7-9932235ff62f/download/uvxyz-final.csv,,,2016-07-28T06:09:02Z,2016-07-28T06:09:02Z,Index entries beginning with U-Z,CSV,https://catalogue.data.wa.gov.au/dataset/6c026ce8-8a18-4920-a7e2-f1719e0d8c47,Creative Commons Attribution,State Library of Western Australia,Western Australia Government,
"This index was compiled by Miss Mollie Bentley from various records she has used relating to the police.  These include: Almanac listings, Colonial Secretary's Office Records, Police Gazettes, various police department occurrence books and letter books, police journals, government gazettes, estimates, York police records etc.

Entry is by name of policeman. Information given varies but is usually about appointments, promotions, retirements, transfers etc.

The Western Australian Biographical Index (WABI) is a highly used resource at the State Library of Western Australia. A recent generous contribution by the Friends of Battye Library (FOBS) has enabled SLWA to have the original handwritten index cards scanned and later transcribed.

The dataset contains: several csv files with data describing card number, card text and url link to image of the original handwritten card.

The transcription was crowd-sourced and we are aware that there are some data quality issues including:

* Some cards are missing
* Transcripts are crowdsourced so may contain spelling errors and possibly missing information
* Some cards are crossed out. Some of these are included in the collection and some are not
* Some of the cards contain relevant information on the back (usually children of the person mentioned). This info should be on the next consecutive card
* As the information is an index, collected in the 1970s from print material, it is incomplete. It is also unreferenced.

It is still a very valuable dataset as it contains a wealth of information about early settlers in Western Australia. It is of particular interest to genealogists and historians.
",2016-07-28T07:50:40Z,2019-03-07T00:06:51Z,WABI subset: Police,https://catalogue.data.wa.gov.au/dataset/dd4ee469-0a8b-4da1-bdc3-962f9f515f5c/resource/bdf8c00f-a77b-4f17-a0f4-106cac836010/download/police-final.csv,,This CSV file has 3 columns with the headings: card number; card text and url.,2016-07-28T07:51:50Z,2016-07-28T07:51:50Z,WABI police subset,CSV,https://catalogue.data.wa.gov.au/dataset/dd4ee469-0a8b-4da1-bdc3-962f9f515f5c,Creative Commons Attribution,State Library of Western Australia,Western Australia Government,
"A large collection of photographs taken by photographer, Richard Woldendorp, including a wide variety of images of people, buildings, places, industries, sport and entertainment in Western Australia.The photographs were taken between 1958 - 2006.  The images can be accessed via the urls provided in the data.

Richard Woldendorp was born in Utrecht, The Netherlands in 1927 and migrated to Perth in 1951. His long association with photography began in 1955 when he purchased a camera for a trip back to The Netherlands. Woldendorp's fascination with photography and skill rapidly grew and in 1961 won first and third prizes in the Craven-A National Photographic competition. As a professional photographer Woldendorp was intrigued by Australia's landscapes with a special passion for aerial photography. In 1991 Woldendorp was made a Fellow of the Australian Institute of Professional Photography, then in 1998 was admitted as a Honorary Life Member to the Australian Commerical and Media Photographers (A.C.M.P.), then to the A.C.M.P. Hall of Fame. In 2004 Richard Woldendorp was named a Western Australian Living Treasure.  ",2018-08-02T07:38:21Z,2018-08-03T02:57:16Z,Richard Woldendorp Collection of Photographs,https://data.gov.au/dataset/a35af3e6-a9c3-45a0-8ffd-2236c7d4f908/resource/3942a7b2-1f8c-4d13-a2eb-660eb37913dd/download/richard-woldendorp-photographs.csv,2006-12-31T00:00Z,"Data describing the Woldendorp collection including: Bib record number,Call number ,Title on Bib record,Date,Description from Bib Record,Notes,Summary,Subject: People,Subject: topical,Collection,Caption,URL",2018-08-03T02:49:48Z,2018-08-03T02:49:48Z,Richard Woldendorp Photographs.csv,CSV,https://data.gov.au/data/dataset/a35af3e6-a9c3-45a0-8ffd-2236c7d4f908,Creative Commons Attribution 3.0 Australia,State Library of Western Australia,data.gov.au,1968-01-01T00:00Z
"A large collection of photographs taken by photographer, Richard Woldendorp, including a wide variety of images of people, buildings, places, industries, sport and entertainment in Western Australia.The photographs were taken between 1958 - 2006.  The images can be accessed via the urls provided in the data.

Richard Woldendorp was born in Utrecht, The Netherlands in 1927 and migrated to Perth in 1951. His long association with photography began in 1955 when he purchased a camera for a trip back to The Netherlands. Woldendorp's fascination with photography and skill rapidly grew and in 1961 won first and third prizes in the Craven-A National Photographic competition. As a professional photographer Woldendorp was intrigued by Australia's landscapes with a special passion for aerial photography. In 1991 Woldendorp was made a Fellow of the Australian Institute of Professional Photography, then in 1998 was admitted as a Honorary Life Member to the Australian Commerical and Media Photographers (A.C.M.P.), then to the A.C.M.P. Hall of Fame. In 2004 Richard Woldendorp was named a Western Australian Living Treasure.  ",2018-08-02T07:38:21Z,2018-08-03T02:57:16Z,Richard Woldendorp Collection of Photographs,https://data.gov.au/dataset/a35af3e6-a9c3-45a0-8ffd-2236c7d4f908/resource/ff92ae20-0428-494f-b7c0-b9f79cc7f44a/download/richard-woldendorp-collection_mods.xml,2006-12-31T00:00Z,"Woldendorp collection photographs in modsxml format, transformed using MarcEdit software.  Modsxml is a human readable xml format (without librarian marc coding).

Further information about mods can be found here: http://www.loc.gov/standards/mods/ 
",2018-08-02T07:51:11Z,2018-08-02T07:51:11Z,Richard Woldendorp Collection_mods.xml,XML,https://data.gov.au/data/dataset/a35af3e6-a9c3-45a0-8ffd-2236c7d4f908,Creative Commons Attribution 3.0 Australia,State Library of Western Australia,data.gov.au,1968-01-01T00:00Z
"A large collection of photographs taken by photographer, Richard Woldendorp, including a wide variety of images of people, buildings, places, industries, sport and entertainment in Western Australia.The photographs were taken between 1958 - 2006.  The images can be accessed via the urls provided in the data.

Richard Woldendorp was born in Utrecht, The Netherlands in 1927 and migrated to Perth in 1951. His long association with photography began in 1955 when he purchased a camera for a trip back to The Netherlands. Woldendorp's fascination with photography and skill rapidly grew and in 1961 won first and third prizes in the Craven-A National Photographic competition. As a professional photographer Woldendorp was intrigued by Australia's landscapes with a special passion for aerial photography. In 1991 Woldendorp was made a Fellow of the Australian Institute of Professional Photography, then in 1998 was admitted as a Honorary Life Member to the Australian Commerical and Media Photographers (A.C.M.P.), then to the A.C.M.P. Hall of Fame. In 2004 Richard Woldendorp was named a Western Australian Living Treasure.  ",2018-08-02T07:38:21Z,2018-08-03T02:57:16Z,Richard Woldendorp Collection of Photographs,https://data.gov.au/dataset/a35af3e6-a9c3-45a0-8ffd-2236c7d4f908/resource/195920e8-45f2-4144-90ac-9c59ac40fd5a/download/richard-woldendorp-photographs.xlsx,2006-12-31T00:00Z,"A spreadsheet with the following fields: Bib record number, call number, title, Date, Description, Notes, Summary, Subject: People, Subject: topical Collection, Caption and URL of image.

Each image is on a separate row.  ",2018-08-02T07:48:19Z,2018-08-02T07:48:19Z,Richard Woldendorp Photographs.xlsx,XLSX,https://data.gov.au/data/dataset/a35af3e6-a9c3-45a0-8ffd-2236c7d4f908,Creative Commons Attribution 3.0 Australia,State Library of Western Australia,data.gov.au,1968-01-01T00:00Z
"A large collection of photographs taken by photographer, Richard Woldendorp, including a wide variety of images of people, buildings, places, industries, sport and entertainment in Western Australia.The photographs were taken between 1958 - 2006.  The images can be accessed via the urls provided in the data.

Richard Woldendorp was born in Utrecht, The Netherlands in 1927 and migrated to Perth in 1951. His long association with photography began in 1955 when he purchased a camera for a trip back to The Netherlands. Woldendorp's fascination with photography and skill rapidly grew and in 1961 won first and third prizes in the Craven-A National Photographic competition. As a professional photographer Woldendorp was intrigued by Australia's landscapes with a special passion for aerial photography. In 1991 Woldendorp was made a Fellow of the Australian Institute of Professional Photography, then in 1998 was admitted as a Honorary Life Member to the Australian Commerical and Media Photographers (A.C.M.P.), then to the A.C.M.P. Hall of Fame. In 2004 Richard Woldendorp was named a Western Australian Living Treasure.  ",2018-08-02T07:38:21Z,2018-08-03T02:57:16Z,Richard Woldendorp Collection of Photographs,https://data.gov.au/dataset/a35af3e6-a9c3-45a0-8ffd-2236c7d4f908/resource/28c6b65a-d643-4b72-840b-5f91cf1d6e40/download/richard-woldendorp-collection.xml,2006-12-31T00:00Z,"The Libraries Marc records translated into marc21xml using the MarcEdit software by Terry Reese.
Further information about marc21 xml can be found at http://www.loc.gov/standards/marcxml/",2018-08-02T07:42:14Z,2018-08-02T07:42:14Z,Richard Woldendorp Collection.xml,XML,https://data.gov.au/data/dataset/a35af3e6-a9c3-45a0-8ffd-2236c7d4f908,Creative Commons Attribution 3.0 Australia,State Library of Western Australia,data.gov.au,1968-01-01T00:00Z
"This dataset contains bibliographic records and persistent URLs for the digitised maps held within the State Library of Western Australia’s map collection, including cadastral and town-site maps across the state of Western Australia. The maps range from the early 1840s to the mid-1980s and include land use, zoning,  lot numbers, boundary measurements, terms of sale, and locality plans; as well as distances from utilities, landmarks and businesses.

Highlights include the Lindsay J. Peet Collection of Cadastral Maps; town-site maps from the WA Department of Lands and Surveys; the Australia Soviet Military City Plans, Perth; and the Polus Antarticus states, which show the South Pole and Australia prior to the discoveries of Tasman in 1642 and 1643-44. 
This set also includes the Historic map series 1880-1890 which has been captured as its own dataset.",2018-05-21T06:19:13Z,2018-05-22T01:53:56Z,State Library of Western Australia Digitised Maps 1840-1985,https://data.gov.au/dataset/b1c733c9-6b9d-4587-9951-366b75ee79bb/resource/748d733a-d55a-4e1b-b8a2-61cc7bc61a8c/download/slwa-digitised-maps-1840-1985.csv,1985-01-01T00:00Z,"This CSV file contains limited bibliographic data from this collection including title of map; author; publisher; description of resource and a link to the image on the SLWA website.
Tools used to create this dataset:
AACR2 - Anglo American Cataloguing Rules RDA - Resource Description and Access LCSH - Library of Congress Subject Headings
",2018-05-21T06:35:47Z,2018-05-21T06:35:46Z,SLWA Digitised Maps 1840-1985 CSV,CSV,https://data.gov.au/data/dataset/b1c733c9-6b9d-4587-9951-366b75ee79bb,Creative Commons Attribution 3.0 Australia,State Library of Western Australia,data.gov.au,1840-01-01T00:00Z
"This dataset contains bibliographic records and persistent URLs for the digitised maps held within the State Library of Western Australia’s map collection, including cadastral and town-site maps across the state of Western Australia. The maps range from the early 1840s to the mid-1980s and include land use, zoning,  lot numbers, boundary measurements, terms of sale, and locality plans; as well as distances from utilities, landmarks and businesses.

Highlights include the Lindsay J. Peet Collection of Cadastral Maps; town-site maps from the WA Department of Lands and Surveys; the Australia Soviet Military City Plans, Perth; and the Polus Antarticus states, which show the South Pole and Australia prior to the discoveries of Tasman in 1642 and 1643-44. 
This set also includes the Historic map series 1880-1890 which has been captured as its own dataset.",2018-05-21T06:19:13Z,2018-05-22T01:53:56Z,State Library of Western Australia Digitised Maps 1840-1985,https://data.gov.au/dataset/b1c733c9-6b9d-4587-9951-366b75ee79bb/resource/1ef92199-818b-4ab9-a6ea-ee76ee1e17ab/download/slwa-digitised-maps-1840-1985mods.xml,1985-01-01T00:00Z,"This MODXML file contains limited bibliographic data from this collection including title of map; author; publisher; description of resource and a link to the image on the SLWA website.
Tools used to create this dataset:
MarcEdit MODSXML AACR2 - Anglo American Cataloguing Rules RDA - Resource Description and Access LCSH - Library of Congress Subject Headings
About MODSXML: Metadata Object Description Schema (MODS) is a schema for a bibliographic element set that may be used for a variety of purposes, and particularly for library applications. The standard is maintained by the Network Development and MARC Standards Office of the Library of Congress with input from users.",2018-05-21T06:37:35Z,2018-05-21T06:37:35Z,SLWA Digitised Maps 1840-1985 MODS,XML,https://data.gov.au/data/dataset/b1c733c9-6b9d-4587-9951-366b75ee79bb,Creative Commons Attribution 3.0 Australia,State Library of Western Australia,data.gov.au,1840-01-01T00:00Z
"This dataset contains bibliographic records and persistent URLs for the digitised maps held within the State Library of Western Australia’s map collection, including cadastral and town-site maps across the state of Western Australia. The maps range from the early 1840s to the mid-1980s and include land use, zoning,  lot numbers, boundary measurements, terms of sale, and locality plans; as well as distances from utilities, landmarks and businesses.

Highlights include the Lindsay J. Peet Collection of Cadastral Maps; town-site maps from the WA Department of Lands and Surveys; the Australia Soviet Military City Plans, Perth; and the Polus Antarticus states, which show the South Pole and Australia prior to the discoveries of Tasman in 1642 and 1643-44. 
This set also includes the Historic map series 1880-1890 which has been captured as its own dataset.",2018-05-21T06:19:13Z,2018-05-22T01:53:56Z,State Library of Western Australia Digitised Maps 1840-1985,https://data.gov.au/dataset/b1c733c9-6b9d-4587-9951-366b75ee79bb/resource/7d04c976-b3b1-4e99-8b85-a40f1647b827/download/slwa-digitised-maps-1840-1985marc21.xml,1985-01-01T00:00Z,"This MARCXML file contains limited bibliographic data from this collection including title of map; author; publisher; description of resource and a link to the image on the SLWA website.
Tools used to create this dataset:
MarcEdit MARC21XML AACR2 - Anglo American Cataloguing Rules RDA - Resource Description and Access LCSH - Library of Congress Subject Headings
About MODSXML: Metadata Object Description Schema (MODS) is a schema for a bibliographic element set that may be used for a variety of purposes, and particularly for library applications. The standard is maintained by the Network Development and MARC Standards Office of the Library of Congress with input from users.",2018-05-21T06:40:23Z,2018-05-21T06:40:23Z,SLWA Digitised Maps 1840-1985 MARC,XML,https://data.gov.au/data/dataset/b1c733c9-6b9d-4587-9951-366b75ee79bb,Creative Commons Attribution 3.0 Australia,State Library of Western Australia,data.gov.au,1840-01-01T00:00Z
"This dataset contains bibliographic records and persistent URLs for the digitised maps held within the State Library of Western Australia’s map collection, including cadastral and town-site maps across the state of Western Australia. The maps range from the early 1840s to the mid-1980s and include land use, zoning, lot numbers, boundary measurements, terms of sale, and locality plans; as well as distances from utilities, landmarks and businesses.

Highlights include the Lindsay J. Peet Collection of Cadastral Maps; town-site maps from the WA Department of Lands and Surveys; the Australia Soviet Military City Plans, Perth; and the Polus Antarticus states, which show the South Pole and Australia prior to the discoveries of Tasman in 1642 and 1643-44. This set also includes the Historic map series 1880-1890 which has been captured as its own dataset.",2018-05-22T01:39:30Z,2019-03-07T00:06:42Z,State Library of Western Australia Digitised Maps 1840-1985,https://catalogue.data.wa.gov.au/dataset/36bd6d24-69e0-4a0a-a7af-5adb08879be3/resource/0d8a68b0-f13c-4ee8-8c76-c7d9006587de/download/slwa-digitised-maps-1840-1985.csv,,This CSV file contains limited bibliographic data from this collection including title of map; author; publisher; description of resource and a link to the image on the SLWA website. Tools used to create this dataset: AACR2 - Anglo American Cataloguing Rules RDA - Resource Description and Access LCSH - Library of Congress Subject Headings,2018-05-22T01:55:04Z,2018-05-22T01:55:04Z,SLWA Digitised Maps 1840-1985 CSV,CSV,https://catalogue.data.wa.gov.au/dataset/36bd6d24-69e0-4a0a-a7af-5adb08879be3,Creative Commons Attribution,State Library of Western Australia,Western Australia Government,
"This dataset contains bibliographic records and persistent URLs for the digitised maps held within the State Library of Western Australia’s map collection, including cadastral and town-site maps across the state of Western Australia. The maps range from the early 1840s to the mid-1980s and include land use, zoning, lot numbers, boundary measurements, terms of sale, and locality plans; as well as distances from utilities, landmarks and businesses.

Highlights include the Lindsay J. Peet Collection of Cadastral Maps; town-site maps from the WA Department of Lands and Surveys; the Australia Soviet Military City Plans, Perth; and the Polus Antarticus states, which show the South Pole and Australia prior to the discoveries of Tasman in 1642 and 1643-44. This set also includes the Historic map series 1880-1890 which has been captured as its own dataset.",2018-05-22T01:39:30Z,2019-03-07T00:06:42Z,State Library of Western Australia Digitised Maps 1840-1985,https://catalogue.data.wa.gov.au/dataset/36bd6d24-69e0-4a0a-a7af-5adb08879be3/resource/9fb7313c-f634-4a71-91fe-4f982249dc3e/download/slwa-digitised-maps-1840-1985mods.xml,,"This MODXML file contains limited bibliographic data from this collection including title of map; author; publisher; description of resource and a link to the image on the SLWA website. Tools used to create this dataset: MarcEdit MODSXML AACR2 - Anglo American Cataloguing Rules RDA - Resource Description and Access LCSH - Library of Congress Subject Headings About MODSXML: Metadata Object Description Schema (MODS) is a schema for a bibliographic element set that may be used for a variety of purposes, and particularly for library applications. The standard is maintained by the Network Development and MARC Standards Office of the Library of Congress with input from users.",2018-05-22T01:57:13Z,2018-05-22T01:57:13Z,SLWA Digitised Maps 1840-1985 MODS,XML,https://catalogue.data.wa.gov.au/dataset/36bd6d24-69e0-4a0a-a7af-5adb08879be3,Creative Commons Attribution,State Library of Western Australia,Western Australia Government,
"This dataset contains bibliographic records and persistent URLs for the digitised maps held within the State Library of Western Australia’s map collection, including cadastral and town-site maps across the state of Western Australia. The maps range from the early 1840s to the mid-1980s and include land use, zoning, lot numbers, boundary measurements, terms of sale, and locality plans; as well as distances from utilities, landmarks and businesses.

Highlights include the Lindsay J. Peet Collection of Cadastral Maps; town-site maps from the WA Department of Lands and Surveys; the Australia Soviet Military City Plans, Perth; and the Polus Antarticus states, which show the South Pole and Australia prior to the discoveries of Tasman in 1642 and 1643-44. This set also includes the Historic map series 1880-1890 which has been captured as its own dataset.",2018-05-22T01:39:30Z,2019-03-07T00:06:42Z,State Library of Western Australia Digitised Maps 1840-1985,https://catalogue.data.wa.gov.au/dataset/36bd6d24-69e0-4a0a-a7af-5adb08879be3/resource/ee2ed2b9-c14c-46bd-8b99-456c7d1840ee/download/slwa-digitised-maps-1840-1985marc21.xml,,"This MARCXML file contains limited bibliographic data from this collection including title of map; author; publisher; description of resource and a link to the image on the SLWA website. Tools used to create this dataset: MarcEdit MARC21XML AACR2 - Anglo American Cataloguing Rules RDA - Resource Description and Access LCSH - Library of Congress Subject Headings About MODSXML: Metadata Object Description Schema (MODS) is a schema for a bibliographic element set that may be used for a variety of purposes, and particularly for library applications. The standard is maintained by the Network Development and MARC Standards Office of the Library of Congress with input from users.",2018-05-22T01:58:02Z,2018-05-22T01:58:02Z,SLWA Digitised Maps 1840-1985 MARC,XML,https://catalogue.data.wa.gov.au/dataset/36bd6d24-69e0-4a0a-a7af-5adb08879be3,Creative Commons Attribution,State Library of Western Australia,Western Australia Government,
"These datasets contain bibliographic records and some persistent URLs for posters and programs of WA Theatre productions and company ephemera; as well as out of copyright photographs of theatre and picture venues, events, people and places connected to the theatre sector held within the State Library of Western Australia’s collection.

As a whole, these two sets provide a glimpse into the theatrical landscape of WA, from amateur societies to University theatres to professional companies; the venues which housed performances, and the people who put them on.

The URLs in the ""WA Theatre Posters, Programs, Ephemera"" dataset contain a mixture of digitised images from the collection and the permanent bibliographic record in the State Library of Western Australia catalogue: URLS starting with “https://purl.slwa.wa.gov.au” or “https://slwa.wa.gov.au/images” are digitised items.

URLs starting with “https://encore.slwa.wa.gov.au"" are bibliographic records.

The URLs in the ""WA Theatre venues events people places 1896-1955"" dataset are all digitised images.

Some records have multiple URLs collated into one field. Each unique URL is separated by the ^ symbol and each corresponding caption appears sequentially in the following field. The captions are also separated by the ^ symbol.",2018-06-06T05:40:03Z,2019-03-07T00:06:43Z,State Library of Western Australia: WA Theatre Ephemera,https://catalogue.data.wa.gov.au/dataset/f0134fc1-147a-4620-8c5b-0d5ee56bc3e0/resource/59080edf-4f59-4446-a2f2-2ca5d4524765/download/wa-theatre-posters-programs-ephemera.csv,,"The URLs in the ""WA Theatre Posters, Programs, Ephemera"" dataset contain a mixture of digitised images from the collection and the permanent bibliographic record in the State Library of Western Australia catalogue.

URLS starting with “https://purl.slwa.wa.gov.au” or “https://slwa.wa.gov.au/images” are digitised items.

URLs starting with “https:// encore.slwa.wa.gov.au” are bibliographic records.
",2018-06-06T05:42:47Z,2018-06-06T05:42:47Z,"WA Theatre Posters, Programs, Ephemera (CSV)",CSV,https://catalogue.data.wa.gov.au/dataset/f0134fc1-147a-4620-8c5b-0d5ee56bc3e0,Creative Commons Attribution,State Library of Western Australia,Western Australia Government,
"These datasets contain bibliographic records and some persistent URLs for posters and programs of WA Theatre productions and company ephemera; as well as out of copyright photographs of theatre and picture venues, events, people and places connected to the theatre sector held within the State Library of Western Australia’s collection.

As a whole, these two sets provide a glimpse into the theatrical landscape of WA, from amateur societies to University theatres to professional companies; the venues which housed performances, and the people who put them on.

The URLs in the ""WA Theatre Posters, Programs, Ephemera"" dataset contain a mixture of digitised images from the collection and the permanent bibliographic record in the State Library of Western Australia catalogue: URLS starting with “https://purl.slwa.wa.gov.au” or “https://slwa.wa.gov.au/images” are digitised items.

URLs starting with “https://encore.slwa.wa.gov.au"" are bibliographic records.

The URLs in the ""WA Theatre venues events people places 1896-1955"" dataset are all digitised images.

Some records have multiple URLs collated into one field. Each unique URL is separated by the ^ symbol and each corresponding caption appears sequentially in the following field. The captions are also separated by the ^ symbol.",2018-06-06T05:40:03Z,2019-03-07T00:06:43Z,State Library of Western Australia: WA Theatre Ephemera,https://catalogue.data.wa.gov.au/dataset/f0134fc1-147a-4620-8c5b-0d5ee56bc3e0/resource/27a95510-9396-4b32-bf2c-febe9b800fcf/download/wa-theatre-posters-programs-ephemeramarc21.xml,,"The URLs in the WA Theatre Posters, Programs, Ephemera dataset contain a mixture of digitised images from the collection and the permanent bibliographic record in the State Library of Western Australia catalogue.

URLS starting with “https://purl.slwa.wa.gov.au” or “https://slwa.wa.gov.au/images” are digitised items.

URLs starting with “https:// encore.slwa.wa.gov.au” are bibliographic records.",2018-06-06T05:43:47Z,2018-06-06T05:43:47Z,"WA Theatre Posters, Programs, Ephemera (MARC 21)",XML,https://catalogue.data.wa.gov.au/dataset/f0134fc1-147a-4620-8c5b-0d5ee56bc3e0,Creative Commons Attribution,State Library of Western Australia,Western Australia Government,
"These datasets contain bibliographic records and some persistent URLs for posters and programs of WA Theatre productions and company ephemera; as well as out of copyright photographs of theatre and picture venues, events, people and places connected to the theatre sector held within the State Library of Western Australia’s collection.

As a whole, these two sets provide a glimpse into the theatrical landscape of WA, from amateur societies to University theatres to professional companies; the venues which housed performances, and the people who put them on.

The URLs in the ""WA Theatre Posters, Programs, Ephemera"" dataset contain a mixture of digitised images from the collection and the permanent bibliographic record in the State Library of Western Australia catalogue: URLS starting with “https://purl.slwa.wa.gov.au” or “https://slwa.wa.gov.au/images” are digitised items.

URLs starting with “https://encore.slwa.wa.gov.au"" are bibliographic records.

The URLs in the ""WA Theatre venues events people places 1896-1955"" dataset are all digitised images.

Some records have multiple URLs collated into one field. Each unique URL is separated by the ^ symbol and each corresponding caption appears sequentially in the following field. The captions are also separated by the ^ symbol.",2018-06-06T05:40:03Z,2019-03-07T00:06:43Z,State Library of Western Australia: WA Theatre Ephemera,https://catalogue.data.wa.gov.au/dataset/f0134fc1-147a-4620-8c5b-0d5ee56bc3e0/resource/2e3cb338-ad6a-4fe0-860d-10ed3b8ab059/download/wa-theatre-posters-programs-ephemeramarc21.xml,,"The URLs in the ""WA Theatre Posters, Programs, Ephemera"" dataset contain a mixture of digitised images from the collection and the permanent bibliographic record in the State Library of Western Australia catalogue: URLS starting with “https://purl.slwa.wa.gov.au” or “https://slwa.wa.gov.au/images” are digitised items.

URLs starting with “https://encore.slwa.wa.gov.au"" are bibliographic records.",2018-06-06T05:46:08Z,2018-06-06T05:46:08Z,"WA Theatre Posters, Programs, Ephemera (MARC 21)",XML,https://catalogue.data.wa.gov.au/dataset/f0134fc1-147a-4620-8c5b-0d5ee56bc3e0,Creative Commons Attribution,State Library of Western Australia,Western Australia Government,
"These datasets contain bibliographic records and some persistent URLs for posters and programs of WA Theatre productions and company ephemera; as well as out of copyright photographs of theatre and picture venues, events, people and places connected to the theatre sector held within the State Library of Western Australia’s collection.

As a whole, these two sets provide a glimpse into the theatrical landscape of WA, from amateur societies to University theatres to professional companies; the venues which housed performances, and the people who put them on.

The URLs in the ""WA Theatre Posters, Programs, Ephemera"" dataset contain a mixture of digitised images from the collection and the permanent bibliographic record in the State Library of Western Australia catalogue: URLS starting with “https://purl.slwa.wa.gov.au” or “https://slwa.wa.gov.au/images” are digitised items.

URLs starting with “https://encore.slwa.wa.gov.au"" are bibliographic records.

The URLs in the ""WA Theatre venues events people places 1896-1955"" dataset are all digitised images.

Some records have multiple URLs collated into one field. Each unique URL is separated by the ^ symbol and each corresponding caption appears sequentially in the following field. The captions are also separated by the ^ symbol.",2018-06-06T05:40:03Z,2019-03-07T00:06:43Z,State Library of Western Australia: WA Theatre Ephemera,https://catalogue.data.wa.gov.au/dataset/f0134fc1-147a-4620-8c5b-0d5ee56bc3e0/resource/2a765e02-e814-4ea4-863d-243ad620945c/download/wa-theatre-posters-programs-ephemeramods.xml,,"The URLs in the ""WA Theatre Posters, Programs, Ephemera"" dataset contain a mixture of digitised images from the collection and the permanent bibliographic record in the State Library of Western Australia catalogue:

URLS starting with “https://purl.slwa.wa.gov.au” or “https://slwa.wa.gov.au/images” are digitised items.

URLs starting with “https://encore.slwa.wa.gov.au"" are bibliographic records.",2018-06-06T05:46:56Z,2018-06-06T05:46:56Z,"WA Theatre Posters, Programs, Ephemera (MODS)",XML,https://catalogue.data.wa.gov.au/dataset/f0134fc1-147a-4620-8c5b-0d5ee56bc3e0,Creative Commons Attribution,State Library of Western Australia,Western Australia Government,
"These datasets contain bibliographic records and some persistent URLs for posters and programs of WA Theatre productions and company ephemera; as well as out of copyright photographs of theatre and picture venues, events, people and places connected to the theatre sector held within the State Library of Western Australia’s collection.

As a whole, these two sets provide a glimpse into the theatrical landscape of WA, from amateur societies to University theatres to professional companies; the venues which housed performances, and the people who put them on.

The URLs in the ""WA Theatre Posters, Programs, Ephemera"" dataset contain a mixture of digitised images from the collection and the permanent bibliographic record in the State Library of Western Australia catalogue: URLS starting with “https://purl.slwa.wa.gov.au” or “https://slwa.wa.gov.au/images” are digitised items.

URLs starting with “https://encore.slwa.wa.gov.au"" are bibliographic records.

The URLs in the ""WA Theatre venues events people places 1896-1955"" dataset are all digitised images.

Some records have multiple URLs collated into one field. Each unique URL is separated by the ^ symbol and each corresponding caption appears sequentially in the following field. The captions are also separated by the ^ symbol.",2018-06-06T05:40:03Z,2019-03-07T00:06:43Z,State Library of Western Australia: WA Theatre Ephemera,https://catalogue.data.wa.gov.au/dataset/f0134fc1-147a-4620-8c5b-0d5ee56bc3e0/resource/f94c22de-35f2-4ce6-b120-95e0da4068e2/download/wa-theatre-venues-events-people-places-1896-1955.csv,,"The URLS in the ""WA Theatre venues events people places 1896-1955"" dataset are all digitised images.",2018-06-06T05:47:55Z,2018-06-06T05:47:55Z,WA Theatre venues events people places 1896-1955 (CSV),CSV,https://catalogue.data.wa.gov.au/dataset/f0134fc1-147a-4620-8c5b-0d5ee56bc3e0,Creative Commons Attribution,State Library of Western Australia,Western Australia Government,
