dataset_title,publisher,author,dataset_issued,dataset_modified,dataset_description,source,info_url,start_date,end_date,file_title,download_url,format,file_description,file_created,file_modified,file_size,licence
Civil servants 1866 to 1867,Queensland State Archives,info@archives.qld.gov.au,2014-06-24T01:12:19.509146,2020-07-29T05:49:44.458265,This index was compiled from the [Personnel details of officers of the  Queensland Government Public Service](https://www.archivessearch.qld.gov.au/series/S13273) as taken from the returns for individual officers and public service departments between 1866 and 1867. This record is held at Queensland State Archives. ,data.qld.gov.au,https://data.qld.gov.au/dataset/c2201299-0277-46c5-9589-374bf6bcc38f,,,Civil servants 1866 - 1867,https://www.data.qld.gov.au/dataset/c2201299-0277-46c5-9589-374bf6bcc38f/resource/4614bd84-c2d9-475d-9610-7ca26c78b72b/download/civil-servants-1866-1867.csv,CSV,"This open data file lists the names of Queensland  Government public servants as taken from the returns for individual officers and public service departments between 1866 and 1867. Information also includes the date of birth, occupation, number and Queensland State Archives' catalogue details.",2014-06-24T01:13:37.732201,2018-12-20T00:00:00,136 KiB,Creative Commons Attribution 4.0
Card index to nominated immigrants 1908 to 1922,Queensland State Archives,info@archives.qld.gov.au,2013-06-26T01:03:31.341446,2020-07-29T05:38:21.741289,This index was compiled from the [Card index](https://www.archivessearch.qld.gov.au/series/S5611) to personal files for nominated immigrants as created and used by the Immigration Department between 1908 and 1922 and held at Queensland State Archives. Read more about these [personal files](http://www.archives.qld.gov.au/Researchers/Indexes/Immigration/Pages/NominatedImmigrants1908.aspx).,data.qld.gov.au,https://data.qld.gov.au/dataset/74de1b90-7a77-48ec-b8ef-05cd0eff1e23,,,Nominated immigrants 1908 to 1922,https://www.data.qld.gov.au/dataset/74de1b90-7a77-48ec-b8ef-05cd0eff1e23/resource/117c0985-e3e8-45f0-8c04-9cf52d9f9691/download/nominated-immigrants-1908-1922.csv,CSV,"This open data file lists the names of immigrants nominated or sponsored to immigrate to Queensland between 1908 and 1922. Information includes the age, year, ship, source card name and Queensland State Archives' catalogue details. ",2013-06-25T20:11:46.853462,2018-09-04T05:04:01.149316,33 MiB,Creative Commons Attribution 4.0
Card index to nominated immigrants 1908 to 1922,Queensland State Archives,info@archives.qld.gov.au,2013-06-26T01:03:31.341446,2020-07-29T05:38:21.741289,This index was compiled from the [Card index](https://www.archivessearch.qld.gov.au/series/S5611) to personal files for nominated immigrants as created and used by the Immigration Department between 1908 and 1922 and held at Queensland State Archives. Read more about these [personal files](http://www.archives.qld.gov.au/Researchers/Indexes/Immigration/Pages/NominatedImmigrants1908.aspx).,data.qld.gov.au,https://data.qld.gov.au/dataset/74de1b90-7a77-48ec-b8ef-05cd0eff1e23,,,Nominated immigrants 1908 to 1922 JSON,https://www.data.qld.gov.au/dataset/74de1b90-7a77-48ec-b8ef-05cd0eff1e23/resource/2243a54a-2cd4-4afd-8532-68acecbd683a/download/nominated-immigrants-1908-1922.json,JSON,"This open data file lists the names of immigrants nominated or sponsored to immigrate to Queensland between 1908 and 1922. Information includes the age, year, ship, source card name and Queensland State Archives' catalogue details.",2018-09-04T05:44:43.139850,2018-09-04T05:44:43.051816,38 MiB,Creative Commons Attribution 4.0
Brisbane Hospital registers of deaths 1933 to 1963,Queensland State Archives,info@archives.qld.gov.au,2014-09-29T04:14:30.937125,2020-07-29T05:28:23.352964,"This index was compiled from the [registers](https://www.archivessearch.qld.gov.au/series/S9507) of patient deaths as primarily created by the Royal Brisbane and Women’s Hospital between 1933 and 1963 held at Queensland State Archives. Read more about these [hospital registers](http://www.archives.qld.gov.au/Researchers/Indexes/Hospital/Pages/BrisbaneHospitalDeaths1933.aspx). Note, this index has been updated to include the years 1953 to 1963.",data.qld.gov.au,https://data.qld.gov.au/dataset/4f55671b-af6d-48e6-9510-4c73524dd3a7,,,Brisbane Hospital registers of deaths 1933 to 1963,https://www.data.qld.gov.au/dataset/4f55671b-af6d-48e6-9510-4c73524dd3a7/resource/aa0c1fd9-297a-44e1-b032-adc563d3b646/download/brisbane-hospital-registers-deaths-1933-1963.csv,CSV,"This open data file lists the names of patients who died at the Brisbane Hospital during the period 1933 to 1963. Information also includes the age, ordinal number of death, date of death and Queensland State Archives' catalogue details.",2014-09-29T04:19:50.102167,2021-01-18T02:31:21.971980,12.3 MiB,Creative Commons Attribution 4.0
Brisbane Hospital registers of deaths 1933 to 1963,Queensland State Archives,info@archives.qld.gov.au,2014-09-29T04:14:30.937125,2020-07-29T05:28:23.352964,"This index was compiled from the [registers](https://www.archivessearch.qld.gov.au/series/S9507) of patient deaths as primarily created by the Royal Brisbane and Women’s Hospital between 1933 and 1963 held at Queensland State Archives. Read more about these [hospital registers](http://www.archives.qld.gov.au/Researchers/Indexes/Hospital/Pages/BrisbaneHospitalDeaths1933.aspx). Note, this index has been updated to include the years 1953 to 1963.",data.qld.gov.au,https://data.qld.gov.au/dataset/4f55671b-af6d-48e6-9510-4c73524dd3a7,,,Brisbane Hospital registers of deaths 1933 to 1963,https://www.data.qld.gov.au/dataset/4f55671b-af6d-48e6-9510-4c73524dd3a7/resource/0de142af-6d9b-4b9e-988b-1d14e8714c15/download/brisbane-hospital-registers-deaths-1933-1963.json,JSON,"This open data file lists the names of patients who died at the Brisbane Hospital during the period 1933 to 1963. Information also includes the age, ordinal number of death, date of death and Queensland State Archives' catalogue details.",2018-09-05T02:54:12.078504,2018-09-05T02:54:11.991271,16.5 MiB,Creative Commons Attribution 4.0
Brisbane Hospital registers of deaths 1899 to 1913,Queensland State Archives,info@archives.qld.gov.au,2014-09-29T04:04:36.141508,2020-07-29T05:23:29.396668,This index was compiled from the [Registers of deaths and special removals](https://www.archivessearch.qld.gov.au/items/ITM2887) as primarily created by the Royal Brisbane and Women’s Hospital between 1899 to 1913 held at Queensland State Archives. Read more about these [hospital registers](http://www.archives.qld.gov.au/Researchers/Indexes/Hospital/Pages/BrisbaneHospitalDeaths1899.aspx).,data.qld.gov.au,https://data.qld.gov.au/dataset/34ff0384-e09a-4ba0-8ea4-f54534e1aace,,,Brisbane Hospital registers of deaths 1899 to 1913,https://www.data.qld.gov.au/dataset/34ff0384-e09a-4ba0-8ea4-f54534e1aace/resource/265df65a-372e-4f90-a6b8-5a47c30fc740/download/brisbane-hospital-deaths-1899-1913.csv,CSV,"This open data file lists the names of patients who died at the Brisbane Hospital during the period 1899 to 1913. Information also includes the age, number, date of death and is taken from Queensland State Archives' S10817 [Registers of Deaths and Special Removals](https://www.archivessearch.qld.gov.au/series/S10817) ",2014-09-29T04:08:21.987097,2021-01-15T07:37:38.637740,1 MiB,Creative Commons Attribution 4.0
Brisbane Hospital registers of deaths 1899 to 1913,Queensland State Archives,info@archives.qld.gov.au,2014-09-29T04:04:36.141508,2020-07-29T05:23:29.396668,This index was compiled from the [Registers of deaths and special removals](https://www.archivessearch.qld.gov.au/items/ITM2887) as primarily created by the Royal Brisbane and Women’s Hospital between 1899 to 1913 held at Queensland State Archives. Read more about these [hospital registers](http://www.archives.qld.gov.au/Researchers/Indexes/Hospital/Pages/BrisbaneHospitalDeaths1899.aspx).,data.qld.gov.au,https://data.qld.gov.au/dataset/34ff0384-e09a-4ba0-8ea4-f54534e1aace,,,Brisbane Hospital registers of deaths 1899 to 1913 JSON,https://www.data.qld.gov.au/dataset/34ff0384-e09a-4ba0-8ea4-f54534e1aace/resource/d04d35b7-6d3b-4a79-933c-7fd91a209a4b/download/brisbane-hospital-deaths-1899-1913.json,JSON,"This open data file lists the names of patients who died at the Brisbane Hospital during the period 1899 to 1913. Information also includes the age, number, date of death and Queensland State Archives' catalogue details.",2018-09-05T01:31:21.075816,2018-09-05T01:31:20.995093,1.5 MiB,Creative Commons Attribution 4.0
Brisbane Hospital admissions 1872 to 1887,Queensland State Archives,info@archives.qld.gov.au,2014-09-29T03:52:24.374120,2020-07-29T05:17:44.308233,This index was compiled from [admission registers](https://www.archivessearch.qld.gov.au/series/S163) for the Brisbane Hospital as primarily created by the Royal Brisbane and Women’s Hospital between 1872 and 1887 held at Queensland State Archives.,data.qld.gov.au,https://data.qld.gov.au/dataset/9ce049c6-e8b7-46f9-b859-7cfd427ac7fd,,,Brisbane Hospital admissions 1872 to 1887,https://www.data.qld.gov.au/dataset/9ce049c6-e8b7-46f9-b859-7cfd427ac7fd/resource/93a375da-8ab0-4a01-b97d-a58e120021b2/download/brisbane-hospital-admissions-1872-1887.csv,CSV,"The open data file lists the names of patients admitted to the Brisbane Hospital for the period 1872 to 1887. Information also includes the date of admission, page number and Queensland State Archives' catalogue details.",2014-09-29T03:59:04.891255,2018-12-20T00:00:00,269.8 KiB,Creative Commons Attribution 4.0
Boer War 1899 to 1902,Queensland State Archives,info@archives.qld.gov.au,2014-06-24T00:57:08.534392,2020-07-29T02:31:16.585827,These indexes were compiled from the military service and pay records of Queenslanders who served in ranks in the South African War between 1899 and 1902. These records are held at Queensland State Archives. ,data.qld.gov.au,https://data.qld.gov.au/dataset/6ccfc1d7-c9cf-4df9-a1bd-8e7d2f9f9f50,,,Index to Boer War Records 1899-1902,https://www.data.qld.gov.au/dataset/6ccfc1d7-c9cf-4df9-a1bd-8e7d2f9f9f50/resource/5955c95c-c2d0-47c5-b0e3-5ea08495b00e/download/index-to-boer-war-records-1899-1901.csv,CSV,"This open data file lists the names of servicemen taken from the Queensland Defence Force records of service in South Africa between 1899 and 1901. Information also includes the reference and Queensland State Archives' catalogue details.
This file also lists the names of servicemen taken from Queensland’s Chief Secretary’s Department records for the distribution of pay for the South African Contingents of the Queensland Volunteer Defence Force between 1899 and 1902. Information also includes the rank, company, contingent and Queensland State Archives' catalogue details.
",2018-12-14T03:09:26.311259,2018-12-21T05:45:00.615336,1.2 MiB,Creative Commons Attribution 4.0
Australian South Sea Islanders 1867 to 1908,Queensland State Archives,info@archives.qld.gov.au,2014-06-25T04:29:57.438596,2020-07-29T01:23:23.741610,"This index was compiled from a wide variety of government records detailing the administration of the South Sea Islander immigration and employment program in Queensland between 1867 and 1908. Read more about these [South Sea Islander records](https://www.qld.gov.au/recreation/arts/heritage/archives/collection/assi) held at Queensland State Archives.

NOTE: Terms found in the records reflect the period in which they were created. As such, some words and descriptions may be culturally insensitive.",data.qld.gov.au,https://data.qld.gov.au/dataset/eae0afa9-681c-4bda-b335-fa0c53ddec96,,,Australian South Sea Islanders 1867 to 1908 - A-K,https://www.data.qld.gov.au/dataset/eae0afa9-681c-4bda-b335-fa0c53ddec96/resource/d1611bbd-ea9a-4212-93d9-ff79c5ca3879/download/australian-south-sea-islanders-1867-1908-a-k.csv,CSV,This open data file lists the names (A-K) of Australian South Sea Islanders as kept in the government records detailing the administration of the South Sea Islander immigration and employment program in Queensland from 1867 to 1908. Information also includes the reference and Queensland State Archives' catalogue details.,2014-06-25T04:32:44.227693,2017-01-11T00:00:00,6.6 MiB,Creative Commons Attribution 4.0
Australian South Sea Islanders 1867 to 1908,Queensland State Archives,info@archives.qld.gov.au,2014-06-25T04:29:57.438596,2020-07-29T01:23:23.741610,"This index was compiled from a wide variety of government records detailing the administration of the South Sea Islander immigration and employment program in Queensland between 1867 and 1908. Read more about these [South Sea Islander records](https://www.qld.gov.au/recreation/arts/heritage/archives/collection/assi) held at Queensland State Archives.

NOTE: Terms found in the records reflect the period in which they were created. As such, some words and descriptions may be culturally insensitive.",data.qld.gov.au,https://data.qld.gov.au/dataset/eae0afa9-681c-4bda-b335-fa0c53ddec96,,,Australian South Sea Islanders 1867 to 1908 L-Z,https://www.data.qld.gov.au/dataset/eae0afa9-681c-4bda-b335-fa0c53ddec96/resource/268d75b1-7e7b-41a3-900e-1e508b8880c1/download/australian-south-sea-islanders-1867-1908-l-z.csv,CSV,This open data file lists the names (L-Z) of Australian South Sea Islanders as kept in the government records detailing the administration of the South Sea Islander immigration and employment program in Queensland from 1867 to 1908. Information also includes the reference and Queensland State Archives' catalogue details.,2017-01-11T01:32:27.747955,2017-01-11T01:32:27.556535,12.5 MiB,Creative Commons Attribution 4.0
Australian South Sea Islanders 1867 to 1908,Queensland State Archives,info@archives.qld.gov.au,2014-06-25T04:29:57.438596,2020-07-29T01:23:23.741610,"This index was compiled from a wide variety of government records detailing the administration of the South Sea Islander immigration and employment program in Queensland between 1867 and 1908. Read more about these [South Sea Islander records](https://www.qld.gov.au/recreation/arts/heritage/archives/collection/assi) held at Queensland State Archives.

NOTE: Terms found in the records reflect the period in which they were created. As such, some words and descriptions may be culturally insensitive.",data.qld.gov.au,https://data.qld.gov.au/dataset/eae0afa9-681c-4bda-b335-fa0c53ddec96,,,South Sea Islanders 1867 to 1908 combined,https://www.data.qld.gov.au/dataset/eae0afa9-681c-4bda-b335-fa0c53ddec96/resource/84afe2e2-0d1a-48f0-8d3c-2d66e8b63f14/download/south-sea-islanders-1867-1908.csv,CSV,This open data file lists the combined names of Australian South Sea Islanders as kept in the government records detailing the administration of the South Sea Islander immigration and employment program in Queensland from 1867 to 1908. Information also includes the reference and Queensland State Archives' catalogue details.,2017-07-31T16:27:50.490387,2017-07-31T00:00:00,20.6 MiB,Creative Commons Attribution 4.0
Australian South Sea Islanders 1867 to 1908,Queensland State Archives,info@archives.qld.gov.au,2014-06-25T04:29:57.438596,2020-07-29T01:23:23.741610,"This index was compiled from a wide variety of government records detailing the administration of the South Sea Islander immigration and employment program in Queensland between 1867 and 1908. Read more about these [South Sea Islander records](https://www.qld.gov.au/recreation/arts/heritage/archives/collection/assi) held at Queensland State Archives.

NOTE: Terms found in the records reflect the period in which they were created. As such, some words and descriptions may be culturally insensitive.",data.qld.gov.au,https://data.qld.gov.au/dataset/eae0afa9-681c-4bda-b335-fa0c53ddec96,,,South Sea Islanders 1867 to 1908 combined JSON,https://www.data.qld.gov.au/dataset/eae0afa9-681c-4bda-b335-fa0c53ddec96/resource/97a637a1-2d63-462f-ae8b-d95cf6f5bd04/download/south-sea-islanders-1867-1908.json,JSON,"Note: JSON data set is experimental. Use CSV resource in case of errors.

This open data file lists the combined names of Australian South Sea Islanders as kept in the government records detailing the administration of the South Sea Islander immigration and employment program in Queensland from 1867 to 1908. Information also includes the reference and Queensland State Archives' catalogue details.",2018-09-03T00:56:54.266593,2018-09-03T00:56:54.165782,23.5 MiB,Creative Commons Attribution 4.0
Army Reservist payments 1909 to 1920,Queensland State Archives,info@archives.qld.gov.au,2016-08-16T23:27:57.390724,2020-07-29T00:54:25.844758,"This index was compiled from the [Register of Payments made to Army Reservists](https://www.archivessearch.qld.gov.au/items/ITM267720), as kept by the Treasury Department Queensland, recording the names of army reservists and payments made to them during the period 1909 to 1920. The register is held at Queensland State Archives. ",data.qld.gov.au,https://data.qld.gov.au/dataset/696f4c13-a846-4cf7-8765-a1fdc471f77c,,,Army Reservist payments 1909 to 1920,https://www.data.qld.gov.au/dataset/696f4c13-a846-4cf7-8765-a1fdc471f77c/resource/5e8042ce-bfe1-4430-801d-dddeaa61bbd5/download/index-to-army-reservists-1909-1920-.csv,CSV,"This open data file alphabetically lists the names of army reservists who received payments from the Treasury Department Queensland, during the period 1909 to 1912. Information also includes the Service Number, date, page number and Queensland State Archives' catalogue details.",2016-08-16T23:29:26.628723,2020-10-11T23:52:55.701447,324.5 KiB,Creative Commons Attribution 4.0
Reformatory School for Boys admissions 1871 to 1906,Queensland State Archives,info@archives.qld.gov.au,2014-11-03T05:00:03.834119,2020-07-28T05:59:54.833466,This index was compiled from the admission register for the industrial and reformatory school for boys in Brisbane and Toowoomba as primarily created by the Westbrook Reformatory for Boys  for the period 1871 to 1906. The register is held at Queensland State Archives. Read more about these [admission records](http://www.archives.qld.gov.au/Researchers/Indexes/Orphanages/Pages/WestbrookBoys.aspx).,data.qld.gov.au,https://data.qld.gov.au/dataset/42636bbc-0d97-4385-8cca-80f56025db08,,,Reformatory School for Boys admissions 1871 to 1906,https://www.data.qld.gov.au/dataset/42636bbc-0d97-4385-8cca-80f56025db08/resource/efe812eb-c3ea-4713-8536-b5f436690dce/download/westbrook-reformatory-admission-registerss-1871-1906.csv,CSV,"This open data file lists the names of boys who were admitted to the industrial and reformatory school, due to neglect (i.e. neglected boys) or on conviction for a crime, in Toowoomba and Brisbane for the period 1871 to 1906. Information also includes the age, date of admission, admission number and Queensland State Archive’s catalogue details.",2014-11-03T05:02:07.517622,2020-10-14T00:16:49.528961,848.3 KiB,Creative Commons Attribution 4.0
Register of land sold 1842 to 1859,Queensland State Archives,info@archives.qld.gov.au,2014-01-05T23:17:03.022613,2020-07-21T01:11:49.460872,"This index was compiled from the Lists of Land Sold - Colony of Queensland as created by the Moreton Bay District Survey Office, New South Wales from 1842 to 1859. Read more about these [land registers](http://www.archives.qld.gov.au/Researchers/Indexes/Lands/Pages/RegisterofLandsSold1842.aspx).",data.qld.gov.au,https://data.qld.gov.au/dataset/926b2ea1-78c1-4f0a-a1a9-83da92b2fc6d,,,Register of land sold 1842 to 1859,https://www.data.qld.gov.au/dataset/926b2ea1-78c1-4f0a-a1a9-83da92b2fc6d/resource/f53dfd13-970a-45ac-9567-d7c8fc2652b6/download/register-of-land-sold-1842-1859.csv,CSV,"This open data file lists the names of people who purchased land sold in what became the Colony of Queensland. Information also includes the date of sale, lot number, the parish, town or place and Queensland State Archives’ catalogue details.",2014-01-05T23:18:10.853568,2019-08-15T05:25:45.234889,3 MiB,Creative Commons Attribution 4.0
Register of land sold 1842 to 1859,Queensland State Archives,info@archives.qld.gov.au,2014-01-05T23:17:03.022613,2020-07-21T01:11:49.460872,"This index was compiled from the Lists of Land Sold - Colony of Queensland as created by the Moreton Bay District Survey Office, New South Wales from 1842 to 1859. Read more about these [land registers](http://www.archives.qld.gov.au/Researchers/Indexes/Lands/Pages/RegisterofLandsSold1842.aspx).",data.qld.gov.au,https://data.qld.gov.au/dataset/926b2ea1-78c1-4f0a-a1a9-83da92b2fc6d,,,Register of land sold 1842 to 1859 JSON,https://www.data.qld.gov.au/dataset/926b2ea1-78c1-4f0a-a1a9-83da92b2fc6d/resource/af823c77-0882-4182-bcb2-5ba1bf54a275/download/register-of-land-sold-1842-1859.json,JSON,"This open data file lists the names of people who purchased land sold in what became the Colony of Queensland. Information also includes the date of sale, lot number, the parish, town or place and Queensland State Archives’ catalogue details.",2018-09-05T01:53:12.181759,2018-09-05T01:53:12.095758,2.5 MiB,Creative Commons Attribution 4.0
Queensland Museum customer complaints—financial year,Queensland Museum,opendata@qm.qld.gov.au,2020-08-03T23:09:23.411645,2020-09-30T03:52:44.932373,Number of customer complaints made to Queensland Museum by financial year since 2018-19.,data.qld.gov.au,https://data.qld.gov.au/dataset/8f16e4fc-d863-491b-81e3-23701b73fa2d,,,Queensland Museum customer complaints—financial year,https://www.data.qld.gov.au/dataset/8f16e4fc-d863-491b-81e3-23701b73fa2d/resource/d09ff107-b431-4636-ba75-e19efca6629e/download/qm-customer-complaints-dataset.csv,CSV,Number of customer complaints made to Queensland Museum by financial year since 2018-19.,2020-08-03T23:12:17.257467,2020-09-30T03:52:36.784604,845 bytes,Creative Commons Attribution 4.0
Queensland Museum collection of palaeontology specimens,Queensland Museum,opendata@qm.qld.gov.au,2014-02-18T23:16:11.099352,2019-07-10T16:42:27.020218,"A list of palaeontology specimens in the Queensland Museum collection including their common names, scientific names, taxonomy, and distribution.",data.qld.gov.au,https://data.qld.gov.au/dataset/4d4d7a14-7c40-4172-b93a-6e0d9b678d1d,,,Queensland Museum palaeontology collection records,http://www.qm.qld.gov.au/microsites/data/palaeontology-data/palaeontology-data.csv,CSV,"A CSV file containing records of all palaeontology specimens in the Queensland Museum collection including their common names, scientific names, taxonomy, and distribution. For more information about the fields please consult [CSV Fields](http://www.qm.qld.gov.au/microsites/data/palaeontology-data/headings.csv).",2014-02-18T23:16:34.210620,2017-06-23T00:00:00,2.7 MiB,Creative Commons Attribution 4.0
Queensland Museum collection of historical objects,Queensland Museum,opendata@qm.qld.gov.au,2014-06-25T05:09:11.124505,2019-07-10T16:42:11.311022,"A list of historical objects in the Queensland Museum including classification, measurements, materials, production place, primary maker, object type and photograph of the object.",data.qld.gov.au,https://data.qld.gov.au/dataset/bef12bdd-27de-4a74-bb84-ab18797a922e,,,Queensland Museum collection of historical object records,http://www.qm.qld.gov.au/microsites/data/historical-data/qm-historical-collection.csv,CSV,"A CSV file containing records of a selection of historical objects in the Queensland Museum collection including their classification, materials, measurements, production place, primary maker, object type, and a reference to a photograph of the object.",2014-06-25T05:09:42.879738,2014-06-25T05:09:47.569396,662.5 KiB,Creative Commons Attribution 4.0
Queensland Museum collection of ethnographic objects,Queensland Museum,opendata@qm.qld.gov.au,2014-06-25T05:06:33.560592,2019-07-10T16:42:01.529656,"A list of ethnographic objects in the Queensland Museum including classification, measurements, materials, production place, object type, locality and photograph of the object.",data.qld.gov.au,https://data.qld.gov.au/dataset/3abd76c0-8861-45af-9c51-967d7d5c66a5,,,Queensland Museum collection of ethnographic object records,http://www.qm.qld.gov.au/microsites/data/ethnographic-data/qm-ethnographic-collection.csv,CSV,"A CSV file containing records of a selection of ethnographic objects in the Queensland Museum collection including their classification, materials, measurements, production place, locality and reference to a photograph of the object.",2014-06-25T05:07:17.786568,2014-06-25T05:07:20.342970,352 KiB,Creative Commons Attribution 4.0
Queensland Museum collection of protozoan specimens,Queensland Museum,opendata@qm.qld.gov.au,2014-02-18T23:18:45.102073,2019-07-10T16:42:34.524484,"A list of specimens of protozoan species in Queensland including their common names, scientific names, taxonomy, and distribution.",data.qld.gov.au,https://data.qld.gov.au/dataset/4f1071f2-f4fa-4918-b829-33b9fd586837,,,Queensland Museum protozoan collection records,http://www.qm.qld.gov.au/microsites/data/protozoans-data/protozoans-data.csv,CSV,"A CSV file containing records of all protozoan specimens in the Queensland Museum collection including their common names, scientific names, taxonomy, and distribution. For more information about the fields please consult [CSV Fields] (http://www.qm.qld.gov.au/microsites/data/protozoans-data/headings.csv).",2014-02-18T23:19:05.331656,2017-06-23T00:00:00,39.7 MiB,Creative Commons Attribution 4.0
Queensland Museum collection of porifera specimens,Queensland Museum,opendata@qm.qld.gov.au,2014-02-18T23:17:33.156389,2019-07-10T16:42:28.966430,"A list of specimens of porifera species in Queensland including their common names, scientific names, taxonomy, and distribution.",data.qld.gov.au,https://data.qld.gov.au/dataset/fe0fb033-bc55-4c3a-8dde-084ae303c02f,,,Queensland Museum porifera collection records,http://www.qm.qld.gov.au/microsites/data/porifera-data/porifera-data.csv,CSV,"A CSV file containing records of all porifera specimens in the Queensland Museum collection including their common names, scientific names, taxonomy, and distribution. For more information about the fields please consult [CSV Fields] (http://www.qm.qld.gov.au/microsites/data/porifera-data/headings.csv).",2014-02-18T23:17:56.098808,2017-06-23T00:00:00,38.5 MiB,Creative Commons Attribution 4.0
Queensland Museum collection of mollusc specimens,Queensland Museum,opendata@qm.qld.gov.au,2014-02-18T23:13:21.911525,2019-07-10T16:42:22.637554,"A list of specimens of mollusc species in Queensland including their common names, scientific names, taxonomy, and distribution.",data.qld.gov.au,https://data.qld.gov.au/dataset/e1e72632-985e-4509-99f6-8a27bd837e0e,,,Queensland Museum molluscs collection records,http://www.qm.qld.gov.au/microsites/data/molluscs-data/molluscs-data.csv,CSV,"A CSV file containing records of all mollusc specimens in the Queensland Museum collection including their common names, scientific names, taxonomy, and distribution. For more information about the fields please consult [CSV Fields] (http://www.qm.qld.gov.au/microsites/data/molluscs-data/headings.csv).",2014-02-18T23:13:43.543143,2017-06-23T00:00:00,20 MiB,Creative Commons Attribution 4.0
Queensland Museum collection of mammal specimens,Queensland Museum,opendata@qm.qld.gov.au,2014-02-18T23:08:18.685885,2019-07-10T16:42:21.031112,"A list of specimens of mammal species in Queensland including their common names, scientific names, taxonomy, and distribution.
",data.qld.gov.au,https://data.qld.gov.au/dataset/4e62d6ff-628e-45d8-b889-68171ec6c30d,,,Queensland Museum mammals collection records,http://www.qm.qld.gov.au/microsites/data/mammals-data/mammals-data.csv,CSV,"A CSV file containing records of all mammal specimens in the Queensland Museum collection including their common names, scientific names, taxonomy, and distribution. For more information about the fields please consult [CSV Fields] (http://www.qm.qld.gov.au/microsites/data/mammals-data/headings.csv).",2014-02-18T23:08:47.065762,2017-06-23T00:00:00,20 MiB,Creative Commons Attribution 4.0
Queensland Museum collection of fish specimens,Queensland Museum,opendata@qm.qld.gov.au,2014-02-18T23:03:21.761994,2019-07-10T16:42:08.792925,"A list of specimens of fish species in Queensland including their common names, scientific names, taxonomy, and distribution.",data.qld.gov.au,https://data.qld.gov.au/dataset/79b833bd-05d0-4697-89d8-423d83a819a9,,,Queensland Museum fishes collection records,http://www.qm.qld.gov.au/microsites/data/fishes-data/fishes-data.csv,CSV,"A CSV file containing records of all fish specimens in the Queensland Museum collection including their common names, scientific names, taxonomy, and distribution. For more information about the fields please consult [CSV Fields] (http://www.qm.qld.gov.au/microsites/data/fishes-data/headings.csv).",2014-02-18T23:03:45.925979,2017-06-23T00:00:00,36.3 MiB,Creative Commons Attribution 4.0
Queensland Museum collection of entomology specimens,Queensland Museum,opendata@qm.qld.gov.au,2014-02-18T23:01:35.439275,2019-07-10T16:42:06.045184,"A list of specimens of entomology species in Queensland including their common names, scientific names, taxonomy, and distribution.",data.qld.gov.au,https://data.qld.gov.au/dataset/10d28f0b-4dc7-43d2-8b17-8c1089ec4515,,,Queensland Museum entomology collection records,http://www.qm.qld.gov.au/microsites/data/entomology-data/entomology-data.csv,CSV,"A CSV file containing records of all entomology specimens in the Queensland Museum collection including their common names, scientific names, taxonomy, and distribution. For more information about the fields please consult [CSV Fields] (http://www.qm.qld.gov.au/microsites/data/entomology-data/headings.csv).",2014-02-18T23:02:02.219241,2017-06-23T00:00:00,234.1 MiB,Creative Commons Attribution 4.0
Queensland Museum collection of crustacean specimens,Queensland Museum,opendata@qm.qld.gov.au,2014-02-18T23:00:09.810287,2019-07-10T16:41:56.188929,"A list of specimens of crustacean species in Queensland including their common names, scientific names, taxonomy, and distribution.",data.qld.gov.au,https://data.qld.gov.au/dataset/3276586f-2db0-4a4e-aa69-e623b7e8ecb1,,,Queensland Museum crustaceans collection records,http://www.qm.qld.gov.au/microsites/data/crustaceans-data/crustaceans-data.csv,CSV,"A CSV file containing records of all crustacean specimens in the Queensland Museum collection including their common names, scientific names, taxonomy, and distribution. For more information about the fields please consult [CSV Fields] (http://www.qm.qld.gov.au/microsites/data/crustaceans-data/headings.csv).",2014-02-18T23:00:42.076260,2017-06-23T00:00:00,45.5 MiB,Creative Commons Attribution 4.0
Queensland Museum collection of coral specimens,Queensland Museum,opendata@qm.qld.gov.au,2014-02-18T22:58:48.728592,2019-07-10T16:41:54.364768,"A list of specimens of coral species in Queensland including their common names, scientific names, taxonomy, and distribution.",data.qld.gov.au,https://data.qld.gov.au/dataset/2e3d04f7-213c-4833-a1c9-9a4cf3b16865,,,Queensland Museum corals collection records,http://www.qm.qld.gov.au/microsites/data/corals-data/corals-data.csv,CSV,"A CSV file containing records of all coral specimens in the Queensland Museum collection including their common names, scientific names, taxonomy, and distribution. For more information about the fields please consult [CSV Fields] (http://www.qm.qld.gov.au/microsites/data/corals-data/headings.csv).",2014-02-18T22:59:12.826494,2017-06-21T00:00:00,50.1 MiB,Creative Commons Attribution 4.0
